donorCell	donor	cellp1	cellp2	cell
NA18499.10052017.B11	NA18499	10052017	B11	10052017-B11
NA18499.10052017.B12	NA18499	10052017	B12	10052017-B12
NA19207.10052017.C01	NA19207	10052017	C01	10052017-C01
NA18499.10052017.C02	NA18499	10052017	C02	10052017-C02
NA19093.10052017.C03	NA19093	10052017	C03	10052017-C03
NA19093.10052017.C04	NA19093	10052017	C04	10052017-C04
NA19207.10052017.C05	NA19207	10052017	C05	10052017-C05
NA19193.10052017.C07	NA19193	10052017	C07	10052017-C07
NA18499.10052017.C08	NA18499	10052017	C08	10052017-C08
NA18499.10052017.C09	NA18499	10052017	C09	10052017-C09
NA19093.10052017.C10	NA19093	10052017	C10	10052017-C10
NA19193.10052017.C11	NA19193	10052017	C11	10052017-C11
NA19207.10052017.C12	NA19207	10052017	C12	10052017-C12
NA19207.10052017.D01	NA19207	10052017	D01	10052017-D01
NA19207.10052017.D02	NA19207	10052017	D02	10052017-D02
NA19207.10052017.D05	NA19207	10052017	D05	10052017-D05
NA19093.10052017.D07	NA19093	10052017	D07	10052017-D07
NA19207.10052017.D08	NA19207	10052017	D08	10052017-D08
NA19193.10052017.D09	NA19193	10052017	D09	10052017-D09
NA18499.10052017.D11	NA18499	10052017	D11	10052017-D11
NA19093.10052017.D12	NA19093	10052017	D12	10052017-D12
NA18499.10052017.E02	NA18499	10052017	E02	10052017-E02
NA19207.10052017.E04	NA19207	10052017	E04	10052017-E04
NA19093.10052017.E05	NA19093	10052017	E05	10052017-E05
NA19207.10052017.E06	NA19207	10052017	E06	10052017-E06
NA19193.10052017.E07	NA19193	10052017	E07	10052017-E07
NA19207.10052017.E08	NA19207	10052017	E08	10052017-E08
NA19093.10052017.E09	NA19093	10052017	E09	10052017-E09
NA19093.10052017.E10	NA19093	10052017	E10	10052017-E10
NA19207.10052017.E11	NA19207	10052017	E11	10052017-E11
NA19193.10052017.E12	NA19193	10052017	E12	10052017-E12
NA19093.10052017.F05	NA19093	10052017	F05	10052017-F05
NA19093.10052017.F06	NA19093	10052017	F06	10052017-F06
NA19193.10052017.F08	NA19193	10052017	F08	10052017-F08
NA19207.10052017.F09	NA19207	10052017	F09	10052017-F09
NA19093.10052017.F10	NA19093	10052017	F10	10052017-F10
NA19193.10052017.F11	NA19193	10052017	F11	10052017-F11
NA19207.10052017.G02	NA19207	10052017	G02	10052017-G02
NA19207.10052017.G03	NA19207	10052017	G03	10052017-G03
NA19207.10052017.G04	NA19207	10052017	G04	10052017-G04
NA19207.10052017.G05	NA19207	10052017	G05	10052017-G05
NA19093.10052017.G06	NA19093	10052017	G06	10052017-G06
NA19207.10052017.G08	NA19207	10052017	G08	10052017-G08
NA19093.10052017.G09	NA19093	10052017	G09	10052017-G09
NA19093.10052017.G10	NA19093	10052017	G10	10052017-G10
NA19093.10052017.H03	NA19093	10052017	H03	10052017-H03
NA19093.10052017.H04	NA19093	10052017	H04	10052017-H04
NA19093.10052017.H05	NA19093	10052017	H05	10052017-H05
NA19207.10052017.H06	NA19207	10052017	H06	10052017-H06
NA19093.10052017.H09	NA19093	10052017	H09	10052017-H09
NA19093.10052017.H11	NA19093	10052017	H11	10052017-H11
NA18489.10062017.A02	NA18489	10062017	A02	10062017-A02
NA19116.10062017.A03	NA19116	10062017	A03	10062017-A03
NA18489.10062017.A04	NA18489	10062017	A04	10062017-A04
NA18489.10062017.A07	NA18489	10062017	A07	10062017-A07
NA18489.10062017.A08	NA18489	10062017	A08	10062017-A08
NA19116.10062017.A10	NA19116	10062017	A10	10062017-A10
NA19093.10062017.A11	NA19093	10062017	A11	10062017-A11
NA19093.10062017.A12	NA19093	10062017	A12	10062017-A12
NA18489.10062017.B04	NA18489	10062017	B04	10062017-B04
NA19116.10062017.B05	NA19116	10062017	B05	10062017-B05
NA19114.10062017.B07	NA19114	10062017	B07	10062017-B07
NA19114.10062017.B08	NA19114	10062017	B08	10062017-B08
NA19116.10062017.B10	NA19116	10062017	B10	10062017-B10
NA18489.10062017.B11	NA18489	10062017	B11	10062017-B11
NA19114.10062017.B12	NA19114	10062017	B12	10062017-B12
NA19093.10062017.C01	NA19093	10062017	C01	10062017-C01
NA19116.10062017.C02	NA19116	10062017	C02	10062017-C02
NA19114.10062017.C03	NA19114	10062017	C03	10062017-C03
NA19114.10062017.C04	NA19114	10062017	C04	10062017-C04
NA19116.10062017.C08	NA19116	10062017	C08	10062017-C08
NA19114.10062017.C09	NA19114	10062017	C09	10062017-C09
NA19114.10062017.C10	NA19114	10062017	C10	10062017-C10
NA18489.10062017.C11	NA18489	10062017	C11	10062017-C11
NA19116.10062017.C12	NA19116	10062017	C12	10062017-C12
NA18489.10062017.D01	NA18489	10062017	D01	10062017-D01
NA19116.10062017.D02	NA19116	10062017	D02	10062017-D02
NA19114.10062017.D03	NA19114	10062017	D03	10062017-D03
NA19093.10062017.D04	NA19093	10062017	D04	10062017-D04
NA19114.10062017.D05	NA19114	10062017	D05	10062017-D05
NA19116.10062017.D06	NA19116	10062017	D06	10062017-D06
NA18489.10062017.D07	NA18489	10062017	D07	10062017-D07
NA18489.10062017.D08	NA18489	10062017	D08	10062017-D08
NA19114.10062017.D09	NA19114	10062017	D09	10062017-D09
NA19116.10062017.D10	NA19116	10062017	D10	10062017-D10
NA19114.10062017.D11	NA19114	10062017	D11	10062017-D11
NA19114.10062017.D12	NA19114	10062017	D12	10062017-D12
NA18489.10062017.E01	NA18489	10062017	E01	10062017-E01
NA19114.10062017.E02	NA19114	10062017	E02	10062017-E02
NA18489.10062017.E03	NA18489	10062017	E03	10062017-E03
NA19116.10062017.E04	NA19116	10062017	E04	10062017-E04
NA19114.10062017.E07	NA19114	10062017	E07	10062017-E07
NA19114.10062017.E08	NA19114	10062017	E08	10062017-E08
NA18489.10062017.E09	NA18489	10062017	E09	10062017-E09
NA18489.10062017.E10	NA18489	10062017	E10	10062017-E10
NA19116.10062017.F02	NA19116	10062017	F02	10062017-F02
NA19093.10062017.F03	NA19093	10062017	F03	10062017-F03
NA19093.10062017.F04	NA19093	10062017	F04	10062017-F04
NA19114.10062017.F06	NA19114	10062017	F06	10062017-F06
NA18489.10062017.F07	NA18489	10062017	F07	10062017-F07
NA18489.10062017.F08	NA18489	10062017	F08	10062017-F08
NA19114.10062017.F09	NA19114	10062017	F09	10062017-F09
NA19116.10062017.F10	NA19116	10062017	F10	10062017-F10
NA18489.10062017.F11	NA18489	10062017	F11	10062017-F11
NA19114.10062017.G01	NA19114	10062017	G01	10062017-G01
NA19093.10062017.G02	NA19093	10062017	G02	10062017-G02
NA19093.10062017.G03	NA19093	10062017	G03	10062017-G03
NA18489.10062017.G05	NA18489	10062017	G05	10062017-G05
NA18489.10062017.G06	NA18489	10062017	G06	10062017-G06
NA19114.10062017.G07	NA19114	10062017	G07	10062017-G07
NA19116.10062017.G08	NA19116	10062017	G08	10062017-G08
NA19114.10062017.G09	NA19114	10062017	G09	10062017-G09
NA19116.10062017.G10	NA19116	10062017	G10	10062017-G10
NA19114.10062017.G11	NA19114	10062017	G11	10062017-G11
NA18489.10062017.H01	NA18489	10062017	H01	10062017-H01
NA19093.10062017.H03	NA19093	10062017	H03	10062017-H03
NA19114.10062017.H07	NA19114	10062017	H07	10062017-H07
NA19093.10062017.H08	NA19093	10062017	H08	10062017-H08
NA19116.10062017.H09	NA19116	10062017	H09	10062017-H09
NA19114.10062017.H11	NA19114	10062017	H11	10062017-H11
NA19101.10092017.A01	NA19101	10092017	A01	10092017-A01
NA19101.10092017.A02	NA19101	10092017	A02	10092017-A02
NA19193.10092017.A03	NA19193	10092017	A03	10092017-A03
NA19193.10092017.A04	NA19193	10092017	A04	10092017-A04
NA19101.10092017.A05	NA19101	10092017	A05	10092017-A05
NA19193.10092017.A06	NA19193	10092017	A06	10092017-A06
NA19193.10092017.A07	NA19193	10092017	A07	10092017-A07
NA19101.10092017.A08	NA19101	10092017	A08	10092017-A08
NA18519.10092017.A10	NA18519	10092017	A10	10092017-A10
NA19114.10092017.A11	NA19114	10092017	A11	10092017-A11
NA19193.10092017.A12	NA19193	10092017	A12	10092017-A12
NA18519.10092017.B02	NA18519	10092017	B02	10092017-B02
NA19114.10092017.B03	NA19114	10092017	B03	10092017-B03
NA19114.10092017.B07	NA19114	10092017	B07	10092017-B07
NA19101.10092017.B08	NA19101	10092017	B08	10092017-B08
NA19193.10092017.B09	NA19193	10092017	B09	10092017-B09
NA19101.10092017.B10	NA19101	10092017	B10	10092017-B10
NA19193.10092017.B11	NA19193	10092017	B11	10092017-B11
NA19101.10092017.B12	NA19101	10092017	B12	10092017-B12
NA19101.10092017.C01	NA19101	10092017	C01	10092017-C01
NA19193.10092017.C02	NA19193	10092017	C02	10092017-C02
NA19101.10092017.C03	NA19101	10092017	C03	10092017-C03
NA19114.10092017.C05	NA19114	10092017	C05	10092017-C05
NA19114.10092017.C06	NA19114	10092017	C06	10092017-C06
NA19114.10092017.C07	NA19114	10092017	C07	10092017-C07
NA19193.10092017.C08	NA19193	10092017	C08	10092017-C08
NA18519.10092017.C09	NA18519	10092017	C09	10092017-C09
NA19101.10092017.C10	NA19101	10092017	C10	10092017-C10
NA18519.10092017.C11	NA18519	10092017	C11	10092017-C11
NA19114.10092017.C12	NA19114	10092017	C12	10092017-C12
NA18519.10092017.D01	NA18519	10092017	D01	10092017-D01
NA19193.10092017.D02	NA19193	10092017	D02	10092017-D02
NA19193.10092017.D03	NA19193	10092017	D03	10092017-D03
NA19193.10092017.D04	NA19193	10092017	D04	10092017-D04
NA19114.10092017.D05	NA19114	10092017	D05	10092017-D05
NA19101.10092017.D06	NA19101	10092017	D06	10092017-D06
NA19114.10092017.D07	NA19114	10092017	D07	10092017-D07
NA19193.10092017.D08	NA19193	10092017	D08	10092017-D08
NA19101.10092017.D09	NA19101	10092017	D09	10092017-D09
NA19101.10092017.D10	NA19101	10092017	D10	10092017-D10
NA19101.10092017.D12	NA19101	10092017	D12	10092017-D12
NA19114.10092017.E01	NA19114	10092017	E01	10092017-E01
NA18519.10092017.E03	NA18519	10092017	E03	10092017-E03
NA18519.10092017.E04	NA18519	10092017	E04	10092017-E04
NA19101.10092017.E05	NA19101	10092017	E05	10092017-E05
NA19101.10092017.E06	NA19101	10092017	E06	10092017-E06
NA19193.10092017.E07	NA19193	10092017	E07	10092017-E07
NA19193.10092017.E08	NA19193	10092017	E08	10092017-E08
NA18519.10092017.E10	NA18519	10092017	E10	10092017-E10
NA19101.10092017.E11	NA19101	10092017	E11	10092017-E11
NA18519.10092017.F01	NA18519	10092017	F01	10092017-F01
NA18519.10092017.F02	NA18519	10092017	F02	10092017-F02
NA19101.10092017.F03	NA19101	10092017	F03	10092017-F03
NA19193.10092017.F04	NA19193	10092017	F04	10092017-F04
NA19101.10092017.F05	NA19101	10092017	F05	10092017-F05
NA19193.10092017.F06	NA19193	10092017	F06	10092017-F06
NA19114.10092017.F07	NA19114	10092017	F07	10092017-F07
NA19101.10092017.F08	NA19101	10092017	F08	10092017-F08
NA19101.10092017.F09	NA19101	10092017	F09	10092017-F09
NA19101.10092017.F10	NA19101	10092017	F10	10092017-F10
NA19193.10092017.F11	NA19193	10092017	F11	10092017-F11
NA19114.10092017.F12	NA19114	10092017	F12	10092017-F12
NA18519.10092017.G01	NA18519	10092017	G01	10092017-G01
NA19101.10092017.G02	NA19101	10092017	G02	10092017-G02
NA19101.10092017.G03	NA19101	10092017	G03	10092017-G03
NA18519.10092017.G04	NA18519	10092017	G04	10092017-G04
NA19101.10092017.G05	NA19101	10092017	G05	10092017-G05
NA19101.10092017.G07	NA19101	10092017	G07	10092017-G07
NA19101.10092017.G09	NA19101	10092017	G09	10092017-G09
NA19101.10092017.G10	NA19101	10092017	G10	10092017-G10
NA19101.10092017.G11	NA19101	10092017	G11	10092017-G11
NA18519.10092017.G12	NA18519	10092017	G12	10092017-G12
NA19193.10092017.H03	NA19193	10092017	H03	10092017-H03
NA19114.10092017.H06	NA19114	10092017	H06	10092017-H06
NA19101.10092017.H07	NA19101	10092017	H07	10092017-H07
NA19101.10092017.H08	NA19101	10092017	H08	10092017-H08
NA19101.10092017.H10	NA19101	10092017	H10	10092017-H10
NA19193.10092017.H11	NA19193	10092017	H11	10092017-H11
NA19101.10092017.H12	NA19101	10092017	H12	10092017-H12
NA19153.10102017.A01	NA19153	10102017	A01	10102017-A01
NA18499.10102017.A02	NA18499	10102017	A02	10102017-A02
NA19116.10102017.A03	NA19116	10102017	A03	10102017-A03
NA19116.10102017.A05	NA19116	10102017	A05	10102017-A05
NA19153.10102017.A06	NA19153	10102017	A06	10102017-A06
NA18499.10102017.A07	NA18499	10102017	A07	10102017-A07
NA19101.10102017.A08	NA19101	10102017	A08	10102017-A08
NA19101.10102017.A09	NA19101	10102017	A09	10102017-A09
NA18499.10102017.A10	NA18499	10102017	A10	10102017-A10
NA19101.10102017.A11	NA19101	10102017	A11	10102017-A11
NA19101.10102017.A12	NA19101	10102017	A12	10102017-A12
NA18499.10102017.B01	NA18499	10102017	B01	10102017-B01
NA19153.10102017.B02	NA19153	10102017	B02	10102017-B02
NA19153.10102017.B03	NA19153	10102017	B03	10102017-B03
NA19116.10102017.B05	NA19116	10102017	B05	10102017-B05
NA19153.10102017.B06	NA19153	10102017	B06	10102017-B06
NA19116.10102017.B08	NA19116	10102017	B08	10102017-B08
NA19153.10102017.B09	NA19153	10102017	B09	10102017-B09
NA19153.10102017.B10	NA19153	10102017	B10	10102017-B10
NA18499.10102017.B11	NA18499	10102017	B11	10102017-B11
NA19116.10102017.B12	NA19116	10102017	B12	10102017-B12
NA19116.10102017.C02	NA19116	10102017	C02	10102017-C02
NA19116.10102017.C03	NA19116	10102017	C03	10102017-C03
NA19101.10102017.C04	NA19101	10102017	C04	10102017-C04
NA19153.10102017.C05	NA19153	10102017	C05	10102017-C05
NA19116.10102017.C06	NA19116	10102017	C06	10102017-C06
NA18499.10102017.C07	NA18499	10102017	C07	10102017-C07
NA19101.10102017.C09	NA19101	10102017	C09	10102017-C09
NA19116.10102017.C10	NA19116	10102017	C10	10102017-C10
NA19153.10102017.C11	NA19153	10102017	C11	10102017-C11
NA19153.10102017.C12	NA19153	10102017	C12	10102017-C12
NA18499.10102017.D01	NA18499	10102017	D01	10102017-D01
NA19153.10102017.D02	NA19153	10102017	D02	10102017-D02
NA19101.10102017.D03	NA19101	10102017	D03	10102017-D03
NA19101.10102017.D04	NA19101	10102017	D04	10102017-D04
NA19116.10102017.D05	NA19116	10102017	D05	10102017-D05
NA19116.10102017.D06	NA19116	10102017	D06	10102017-D06
NA19153.10102017.D07	NA19153	10102017	D07	10102017-D07
NA19101.10102017.D08	NA19101	10102017	D08	10102017-D08
NA19101.10102017.D09	NA19101	10102017	D09	10102017-D09
NA19101.10102017.D10	NA19101	10102017	D10	10102017-D10
NA19101.10102017.D11	NA19101	10102017	D11	10102017-D11
NA19116.10102017.D12	NA19116	10102017	D12	10102017-D12
NA19101.10102017.E01	NA19101	10102017	E01	10102017-E01
NA19153.10102017.E02	NA19153	10102017	E02	10102017-E02
NA19116.10102017.E03	NA19116	10102017	E03	10102017-E03
NA19153.10102017.E04	NA19153	10102017	E04	10102017-E04
NA18499.10102017.E05	NA18499	10102017	E05	10102017-E05
NA19101.10102017.E06	NA19101	10102017	E06	10102017-E06
NA19101.10102017.E07	NA19101	10102017	E07	10102017-E07
NA19101.10102017.E08	NA19101	10102017	E08	10102017-E08
NA19116.10102017.E09	NA19116	10102017	E09	10102017-E09
NA19153.10102017.E11	NA19153	10102017	E11	10102017-E11
NA19101.10102017.E12	NA19101	10102017	E12	10102017-E12
NA19153.10102017.F01	NA19153	10102017	F01	10102017-F01
NA19101.10102017.F02	NA19101	10102017	F02	10102017-F02
NA19116.10102017.F03	NA19116	10102017	F03	10102017-F03
NA19153.10102017.F04	NA19153	10102017	F04	10102017-F04
NA19116.10102017.F05	NA19116	10102017	F05	10102017-F05
NA19153.10102017.F06	NA19153	10102017	F06	10102017-F06
NA19101.10102017.F07	NA19101	10102017	F07	10102017-F07
NA18499.10102017.F09	NA18499	10102017	F09	10102017-F09
NA19116.10102017.F10	NA19116	10102017	F10	10102017-F10
NA19101.10102017.F11	NA19101	10102017	F11	10102017-F11
NA19153.10102017.F12	NA19153	10102017	F12	10102017-F12
NA18499.10102017.G02	NA18499	10102017	G02	10102017-G02
NA19116.10102017.G04	NA19116	10102017	G04	10102017-G04
NA19101.10102017.G05	NA19101	10102017	G05	10102017-G05
NA19101.10102017.G06	NA19101	10102017	G06	10102017-G06
NA19116.10102017.G07	NA19116	10102017	G07	10102017-G07
NA19101.10102017.G08	NA19101	10102017	G08	10102017-G08
NA19116.10102017.G09	NA19116	10102017	G09	10102017-G09
NA19116.10102017.G10	NA19116	10102017	G10	10102017-G10
NA19116.10102017.G12	NA19116	10102017	G12	10102017-G12
NA19153.10102017.H01	NA19153	10102017	H01	10102017-H01
NA18499.10102017.H02	NA18499	10102017	H02	10102017-H02
NA19101.10102017.H04	NA19101	10102017	H04	10102017-H04
NA19153.10102017.H05	NA19153	10102017	H05	10102017-H05
NA19101.10102017.H06	NA19101	10102017	H06	10102017-H06
NA19153.10102017.H07	NA19153	10102017	H07	10102017-H07
NA19153.10102017.H08	NA19153	10102017	H08	10102017-H08
NA19116.10102017.H09	NA19116	10102017	H09	10102017-H09
NA19116.10102017.H10	NA19116	10102017	H10	10102017-H10
NA19116.10102017.H11	NA19116	10102017	H11	10102017-H11
NA19153.10102017.H12	NA19153	10102017	H12	10102017-H12
NA19207.10112017.A01	NA19207	10112017	A01	10112017-A01
NA19116.10112017.A02	NA19116	10112017	A02	10112017-A02
NA18519.10112017.A03	NA18519	10112017	A03	10112017-A03
NA18858.10112017.A04	NA18858	10112017	A04	10112017-A04
NA19116.10112017.A06	NA19116	10112017	A06	10112017-A06
NA18858.10112017.A07	NA18858	10112017	A07	10112017-A07
NA18519.10112017.A08	NA18519	10112017	A08	10112017-A08
NA19116.10112017.A09	NA19116	10112017	A09	10112017-A09
NA19116.10112017.A10	NA19116	10112017	A10	10112017-A10
NA18519.10112017.A11	NA18519	10112017	A11	10112017-A11
NA19116.10112017.A12	NA19116	10112017	A12	10112017-A12
NA19207.10112017.B01	NA19207	10112017	B01	10112017-B01
NA18519.10112017.B02	NA18519	10112017	B02	10112017-B02
NA19116.10112017.B03	NA19116	10112017	B03	10112017-B03
NA19116.10112017.B04	NA19116	10112017	B04	10112017-B04
NA19116.10112017.B06	NA19116	10112017	B06	10112017-B06
NA19116.10112017.B07	NA19116	10112017	B07	10112017-B07
NA18519.10112017.B08	NA18519	10112017	B08	10112017-B08
NA18519.10112017.B09	NA18519	10112017	B09	10112017-B09
NA19207.10112017.B10	NA19207	10112017	B10	10112017-B10
NA18858.10112017.B11	NA18858	10112017	B11	10112017-B11
NA19207.10112017.B12	NA19207	10112017	B12	10112017-B12
NA19207.10112017.C03	NA19207	10112017	C03	10112017-C03
NA19207.10112017.C04	NA19207	10112017	C04	10112017-C04
NA19207.10112017.C06	NA19207	10112017	C06	10112017-C06
NA19116.10112017.C09	NA19116	10112017	C09	10112017-C09
NA19207.10112017.C10	NA19207	10112017	C10	10112017-C10
NA18858.10112017.C11	NA18858	10112017	C11	10112017-C11
NA18519.10112017.C12	NA18519	10112017	C12	10112017-C12
NA19116.10112017.D01	NA19116	10112017	D01	10112017-D01
NA18519.10112017.D02	NA18519	10112017	D02	10112017-D02
NA18519.10112017.D06	NA18519	10112017	D06	10112017-D06
NA19116.10112017.D07	NA19116	10112017	D07	10112017-D07
NA19116.10112017.D08	NA19116	10112017	D08	10112017-D08
NA19207.10112017.D09	NA19207	10112017	D09	10112017-D09
NA19207.10112017.D10	NA19207	10112017	D10	10112017-D10
NA18858.10112017.D11	NA18858	10112017	D11	10112017-D11
NA19116.10112017.D12	NA19116	10112017	D12	10112017-D12
NA19116.10112017.E01	NA19116	10112017	E01	10112017-E01
NA18519.10112017.E02	NA18519	10112017	E02	10112017-E02
NA19116.10112017.E04	NA19116	10112017	E04	10112017-E04
NA18858.10112017.E06	NA18858	10112017	E06	10112017-E06
NA19207.10112017.E07	NA19207	10112017	E07	10112017-E07
NA18519.10112017.E08	NA18519	10112017	E08	10112017-E08
NA18858.10112017.E09	NA18858	10112017	E09	10112017-E09
NA19207.10112017.E10	NA19207	10112017	E10	10112017-E10
NA18858.10112017.E11	NA18858	10112017	E11	10112017-E11
NA19207.10112017.E12	NA19207	10112017	E12	10112017-E12
NA19116.10112017.F01	NA19116	10112017	F01	10112017-F01
NA18858.10112017.F02	NA18858	10112017	F02	10112017-F02
NA19116.10112017.F03	NA19116	10112017	F03	10112017-F03
NA18858.10112017.F04	NA18858	10112017	F04	10112017-F04
NA18858.10112017.F06	NA18858	10112017	F06	10112017-F06
NA18519.10112017.F08	NA18519	10112017	F08	10112017-F08
NA18858.10112017.F10	NA18858	10112017	F10	10112017-F10
NA18519.10112017.F11	NA18519	10112017	F11	10112017-F11
NA19116.10112017.F12	NA19116	10112017	F12	10112017-F12
NA18519.10112017.G01	NA18519	10112017	G01	10112017-G01
NA18858.10112017.G02	NA18858	10112017	G02	10112017-G02
NA19116.10112017.G04	NA19116	10112017	G04	10112017-G04
NA19116.10112017.G06	NA19116	10112017	G06	10112017-G06
NA19116.10112017.G07	NA19116	10112017	G07	10112017-G07
NA19116.10112017.G08	NA19116	10112017	G08	10112017-G08
NA19207.10112017.G09	NA19207	10112017	G09	10112017-G09
NA19116.10112017.G10	NA19116	10112017	G10	10112017-G10
NA19116.10112017.G11	NA19116	10112017	G11	10112017-G11
NA19116.10112017.G12	NA19116	10112017	G12	10112017-G12
NA19116.10112017.H02	NA19116	10112017	H02	10112017-H02
NA19207.10112017.H03	NA19207	10112017	H03	10112017-H03
NA19207.10112017.H04	NA19207	10112017	H04	10112017-H04
NA18519.10112017.H06	NA18519	10112017	H06	10112017-H06
NA18519.10112017.H07	NA18519	10112017	H07	10112017-H07
NA18519.10112017.H08	NA18519	10112017	H08	10112017-H08
NA19116.10112017.H11	NA19116	10112017	H11	10112017-H11
NA18519.10112017.H12	NA18519	10112017	H12	10112017-H12
NA18522.10122017.A02	NA18522	10122017	A02	10122017-A02
NA18499.10122017.A03	NA18499	10122017	A03	10122017-A03
NA18489.10122017.A04	NA18489	10122017	A04	10122017-A04
NA18519.10122017.A05	NA18519	10122017	A05	10122017-A05
NA18522.10122017.A06	NA18522	10122017	A06	10122017-A06
NA18489.10122017.A07	NA18489	10122017	A07	10122017-A07
NA18489.10122017.A08	NA18489	10122017	A08	10122017-A08
NA18522.10122017.A09	NA18522	10122017	A09	10122017-A09
NA18489.10122017.A10	NA18489	10122017	A10	10122017-A10
NA18519.10122017.A11	NA18519	10122017	A11	10122017-A11
