donorCell	donor	cellp1	cellp2	cell
NA19257.08302017.G01	NA19257	08302017	G01	08302017-G01
NA18507.08302017.G02	NA18507	08302017	G02	08302017-G02
NA19210.08302017.G03	NA19210	08302017	G03	08302017-G03
NA18870.08302017.G04	NA18870	08302017	G04	08302017-G04
NA19257.08302017.G06	NA19257	08302017	G06	08302017-G06
NA19210.08302017.G08	NA19210	08302017	G08	08302017-G08
NA19210.08302017.G10	NA19210	08302017	G10	08302017-G10
NA18870.08302017.G11	NA18870	08302017	G11	08302017-G11
NA18870.08302017.G12	NA18870	08302017	G12	08302017-G12
NA19257.08302017.H01	NA19257	08302017	H01	08302017-H01
NA19210.08302017.H02	NA19210	08302017	H02	08302017-H02
NA18507.08302017.H03	NA18507	08302017	H03	08302017-H03
NA18870.08302017.H04	NA18870	08302017	H04	08302017-H04
NA18507.08302017.H05	NA18507	08302017	H05	08302017-H05
NA19210.08302017.H07	NA19210	08302017	H07	08302017-H07
NA19257.08302017.H08	NA19257	08302017	H08	08302017-H08
NA19257.08302017.H10	NA19257	08302017	H10	08302017-H10
NA19210.08302017.H12	NA19210	08302017	H12	08302017-H12
NA18501.08312017.A01	NA18501	08312017	A01	08312017-A01
NA18501.08312017.A02	NA18501	08312017	A02	08312017-A02
NA18853.08312017.A03	NA18853	08312017	A03	08312017-A03
NA18501.08312017.A04	NA18501	08312017	A04	08312017-A04
NA19257.08312017.A06	NA19257	08312017	A06	08312017-A06
NA18501.08312017.A07	NA18501	08312017	A07	08312017-A07
NA19128.08312017.A08	NA19128	08312017	A08	08312017-A08
NA18501.08312017.A09	NA18501	08312017	A09	08312017-A09
NA18501.08312017.A10	NA18501	08312017	A10	08312017-A10
NA18501.08312017.A12	NA18501	08312017	A12	08312017-A12
NA18501.08312017.B03	NA18501	08312017	B03	08312017-B03
NA18853.08312017.B04	NA18853	08312017	B04	08312017-B04
NA18501.08312017.B05	NA18501	08312017	B05	08312017-B05
NA18853.08312017.B06	NA18853	08312017	B06	08312017-B06
NA18501.08312017.B07	NA18501	08312017	B07	08312017-B07
NA19128.08312017.B08	NA19128	08312017	B08	08312017-B08
NA19257.08312017.B09	NA19257	08312017	B09	08312017-B09
NA18853.08312017.B10	NA18853	08312017	B10	08312017-B10
NA19128.08312017.B12	NA19128	08312017	B12	08312017-B12
NA18501.08312017.C01	NA18501	08312017	C01	08312017-C01
NA18501.08312017.C03	NA18501	08312017	C03	08312017-C03
NA19128.08312017.C04	NA19128	08312017	C04	08312017-C04
NA18853.08312017.C06	NA18853	08312017	C06	08312017-C06
NA18853.08312017.C07	NA18853	08312017	C07	08312017-C07
NA18853.08312017.C08	NA18853	08312017	C08	08312017-C08
NA19128.08312017.C09	NA19128	08312017	C09	08312017-C09
NA18501.08312017.C11	NA18501	08312017	C11	08312017-C11
NA19128.08312017.C12	NA19128	08312017	C12	08312017-C12
NA18501.08312017.D02	NA18501	08312017	D02	08312017-D02
NA18501.08312017.D03	NA18501	08312017	D03	08312017-D03
NA18501.08312017.D05	NA18501	08312017	D05	08312017-D05
NA18853.08312017.D06	NA18853	08312017	D06	08312017-D06
NA18501.08312017.D08	NA18501	08312017	D08	08312017-D08
NA18501.08312017.D09	NA18501	08312017	D09	08312017-D09
NA18501.08312017.D11	NA18501	08312017	D11	08312017-D11
NA18501.08312017.D12	NA18501	08312017	D12	08312017-D12
NA19257.08312017.E01	NA19257	08312017	E01	08312017-E01
NA19128.08312017.E02	NA19128	08312017	E02	08312017-E02
NA18853.08312017.E03	NA18853	08312017	E03	08312017-E03
NA19128.08312017.E05	NA19128	08312017	E05	08312017-E05
NA18853.08312017.E06	NA18853	08312017	E06	08312017-E06
NA18501.08312017.E07	NA18501	08312017	E07	08312017-E07
NA18853.08312017.E08	NA18853	08312017	E08	08312017-E08
NA18853.08312017.E09	NA18853	08312017	E09	08312017-E09
NA18853.08312017.E10	NA18853	08312017	E10	08312017-E10
NA18853.08312017.E11	NA18853	08312017	E11	08312017-E11
NA19128.08312017.E12	NA19128	08312017	E12	08312017-E12
NA19128.08312017.F01	NA19128	08312017	F01	08312017-F01
NA18853.08312017.F02	NA18853	08312017	F02	08312017-F02
NA19257.08312017.F03	NA19257	08312017	F03	08312017-F03
NA18853.08312017.F06	NA18853	08312017	F06	08312017-F06
NA18853.08312017.F07	NA18853	08312017	F07	08312017-F07
NA19257.08312017.F08	NA19257	08312017	F08	08312017-F08
NA18501.08312017.F09	NA18501	08312017	F09	08312017-F09
NA18853.08312017.F10	NA18853	08312017	F10	08312017-F10
NA18501.08312017.F11	NA18501	08312017	F11	08312017-F11
NA19128.08312017.F12	NA19128	08312017	F12	08312017-F12
NA18501.08312017.G02	NA18501	08312017	G02	08312017-G02
NA18853.08312017.G03	NA18853	08312017	G03	08312017-G03
NA19128.08312017.G05	NA19128	08312017	G05	08312017-G05
NA19257.08312017.G06	NA19257	08312017	G06	08312017-G06
NA19128.08312017.G07	NA19128	08312017	G07	08312017-G07
NA18853.08312017.G09	NA18853	08312017	G09	08312017-G09
NA18853.08312017.G11	NA18853	08312017	G11	08312017-G11
NA18501.08312017.G12	NA18501	08312017	G12	08312017-G12
NA18853.08312017.H01	NA18853	08312017	H01	08312017-H01
NA19257.08312017.H02	NA19257	08312017	H02	08312017-H02
NA18853.08312017.H03	NA18853	08312017	H03	08312017-H03
NA18853.08312017.H05	NA18853	08312017	H05	08312017-H05
NA18501.08312017.H08	NA18501	08312017	H08	08312017-H08
NA19128.08312017.H10	NA19128	08312017	H10	08312017-H10
NA18501.08312017.H11	NA18501	08312017	H11	08312017-H11
NA19128.08312017.H12	NA19128	08312017	H12	08312017-H12
NA18858.09252017.A01	NA18858	09252017	A01	09252017-A01
NA18499.09252017.A03	NA18499	09252017	A03	09252017-A03
NA18499.09252017.A04	NA18499	09252017	A04	09252017-A04
NA18858.09252017.A05	NA18858	09252017	A05	09252017-A05
NA19114.09252017.A06	NA19114	09252017	A06	09252017-A06
NA18858.09252017.A07	NA18858	09252017	A07	09252017-A07
NA18858.09252017.A09	NA18858	09252017	A09	09252017-A09
NA18499.09252017.A10	NA18499	09252017	A10	09252017-A10
NA18858.09252017.A12	NA18858	09252017	A12	09252017-A12
NA18858.09252017.B01	NA18858	09252017	B01	09252017-B01
NA18858.09252017.B02	NA18858	09252017	B02	09252017-B02
NA18858.09252017.B04	NA18858	09252017	B04	09252017-B04
NA19114.09252017.B05	NA19114	09252017	B05	09252017-B05
NA18858.09252017.B06	NA18858	09252017	B06	09252017-B06
NA18499.09252017.B07	NA18499	09252017	B07	09252017-B07
NA19114.09252017.B08	NA19114	09252017	B08	09252017-B08
NA19114.09252017.B09	NA19114	09252017	B09	09252017-B09
NA18499.09252017.B11	NA18499	09252017	B11	09252017-B11
NA18858.09252017.C01	NA18858	09252017	C01	09252017-C01
NA18499.09252017.C02	NA18499	09252017	C02	09252017-C02
NA18858.09252017.C03	NA18858	09252017	C03	09252017-C03
NA18858.09252017.C04	NA18858	09252017	C04	09252017-C04
NA19114.09252017.C05	NA19114	09252017	C05	09252017-C05
NA18499.09252017.C08	NA18499	09252017	C08	09252017-C08
NA19114.09252017.C09	NA19114	09252017	C09	09252017-C09
NA19114.09252017.C10	NA19114	09252017	C10	09252017-C10
NA18858.09252017.C11	NA18858	09252017	C11	09252017-C11
NA18858.09252017.C12	NA18858	09252017	C12	09252017-C12
NA18499.09252017.D01	NA18499	09252017	D01	09252017-D01
NA18499.09252017.D02	NA18499	09252017	D02	09252017-D02
NA18499.09252017.D04	NA18499	09252017	D04	09252017-D04
NA18858.09252017.D05	NA18858	09252017	D05	09252017-D05
NA18858.09252017.D06	NA18858	09252017	D06	09252017-D06
NA18858.09252017.D07	NA18858	09252017	D07	09252017-D07
NA18499.09252017.D08	NA18499	09252017	D08	09252017-D08
NA18858.09252017.D09	NA18858	09252017	D09	09252017-D09
NA18858.09252017.D10	NA18858	09252017	D10	09252017-D10
NA19114.09252017.D12	NA19114	09252017	D12	09252017-D12
NA18499.09252017.E02	NA18499	09252017	E02	09252017-E02
NA18858.09252017.E04	NA18858	09252017	E04	09252017-E04
NA18858.09252017.E05	NA18858	09252017	E05	09252017-E05
NA18858.09252017.E06	NA18858	09252017	E06	09252017-E06
NA18858.09252017.E07	NA18858	09252017	E07	09252017-E07
NA18499.09252017.E08	NA18499	09252017	E08	09252017-E08
NA19114.09252017.E10	NA19114	09252017	E10	09252017-E10
NA19114.09252017.E12	NA19114	09252017	E12	09252017-E12
NA19114.09252017.F01	NA19114	09252017	F01	09252017-F01
NA18499.09252017.F02	NA18499	09252017	F02	09252017-F02
NA19114.09252017.F03	NA19114	09252017	F03	09252017-F03
NA18499.09252017.F04	NA18499	09252017	F04	09252017-F04
NA18499.09252017.F05	NA18499	09252017	F05	09252017-F05
NA18858.09252017.F06	NA18858	09252017	F06	09252017-F06
NA18499.09252017.F07	NA18499	09252017	F07	09252017-F07
NA19114.09252017.F08	NA19114	09252017	F08	09252017-F08
NA18499.09252017.F09	NA18499	09252017	F09	09252017-F09
NA18858.09252017.F10	NA18858	09252017	F10	09252017-F10
NA19114.09252017.F11	NA19114	09252017	F11	09252017-F11
NA18858.09252017.F12	NA18858	09252017	F12	09252017-F12
NA18858.09252017.G01	NA18858	09252017	G01	09252017-G01
NA19114.09252017.G02	NA19114	09252017	G02	09252017-G02
NA19114.09252017.G03	NA19114	09252017	G03	09252017-G03
NA18858.09252017.G04	NA18858	09252017	G04	09252017-G04
NA18499.09252017.G05	NA18499	09252017	G05	09252017-G05
NA18858.09252017.G06	NA18858	09252017	G06	09252017-G06
NA18499.09252017.G07	NA18499	09252017	G07	09252017-G07
NA18858.09252017.G08	NA18858	09252017	G08	09252017-G08
NA18858.09252017.G10	NA18858	09252017	G10	09252017-G10
NA18858.09252017.G11	NA18858	09252017	G11	09252017-G11
NA18499.09252017.G12	NA18499	09252017	G12	09252017-G12
NA18858.09252017.H02	NA18858	09252017	H02	09252017-H02
NA19114.09252017.H03	NA19114	09252017	H03	09252017-H03
NA18499.09252017.H04	NA18499	09252017	H04	09252017-H04
NA19114.09252017.H05	NA19114	09252017	H05	09252017-H05
NA18499.09252017.H06	NA18499	09252017	H06	09252017-H06
NA18499.09252017.H07	NA18499	09252017	H07	09252017-H07
NA18858.09252017.H09	NA18858	09252017	H09	09252017-H09
NA18499.09252017.H11	NA18499	09252017	H11	09252017-H11
NA18858.09252017.H12	NA18858	09252017	H12	09252017-H12
NA19207.09262017.A01	NA19207	09262017	A01	09262017-A01
NA19153.09262017.A02	NA19153	09262017	A02	09262017-A02
NA19114.09262017.A05	NA19114	09262017	A05	09262017-A05
NA18522.09262017.A08	NA18522	09262017	A08	09262017-A08
NA19207.09262017.A09	NA19207	09262017	A09	09262017-A09
NA18522.09262017.A10	NA18522	09262017	A10	09262017-A10
NA18522.09262017.A11	NA18522	09262017	A11	09262017-A11
NA19207.09262017.A12	NA19207	09262017	A12	09262017-A12
NA19114.09262017.B01	NA19114	09262017	B01	09262017-B01
NA19153.09262017.B02	NA19153	09262017	B02	09262017-B02
NA19153.09262017.B04	NA19153	09262017	B04	09262017-B04
NA19153.09262017.B05	NA19153	09262017	B05	09262017-B05
NA19207.09262017.B07	NA19207	09262017	B07	09262017-B07
NA19207.09262017.B09	NA19207	09262017	B09	09262017-B09
NA18522.09262017.B10	NA18522	09262017	B10	09262017-B10
NA19207.09262017.B11	NA19207	09262017	B11	09262017-B11
NA18522.09262017.B12	NA18522	09262017	B12	09262017-B12
NA19153.09262017.C01	NA19153	09262017	C01	09262017-C01
NA19207.09262017.C03	NA19207	09262017	C03	09262017-C03
NA19207.09262017.C04	NA19207	09262017	C04	09262017-C04
NA19114.09262017.C05	NA19114	09262017	C05	09262017-C05
NA19207.09262017.C06	NA19207	09262017	C06	09262017-C06
NA19207.09262017.C07	NA19207	09262017	C07	09262017-C07
NA18522.09262017.C09	NA18522	09262017	C09	09262017-C09
NA19114.09262017.C10	NA19114	09262017	C10	09262017-C10
NA19207.09262017.C11	NA19207	09262017	C11	09262017-C11
NA19114.09262017.C12	NA19114	09262017	C12	09262017-C12
NA19153.09262017.D01	NA19153	09262017	D01	09262017-D01
NA19207.09262017.D04	NA19207	09262017	D04	09262017-D04
NA19153.09262017.D06	NA19153	09262017	D06	09262017-D06
NA19153.09262017.D07	NA19153	09262017	D07	09262017-D07
NA18522.09262017.D08	NA18522	09262017	D08	09262017-D08
NA18522.09262017.D09	NA18522	09262017	D09	09262017-D09
NA19153.09262017.D10	NA19153	09262017	D10	09262017-D10
NA19207.09262017.E01	NA19207	09262017	E01	09262017-E01
NA18522.09262017.E03	NA18522	09262017	E03	09262017-E03
NA19114.09262017.E04	NA19114	09262017	E04	09262017-E04
NA19207.09262017.E05	NA19207	09262017	E05	09262017-E05
NA19114.09262017.E06	NA19114	09262017	E06	09262017-E06
NA19153.09262017.E07	NA19153	09262017	E07	09262017-E07
NA19207.09262017.E08	NA19207	09262017	E08	09262017-E08
NA18522.09262017.E09	NA18522	09262017	E09	09262017-E09
NA19207.09262017.E10	NA19207	09262017	E10	09262017-E10
NA19207.09262017.E12	NA19207	09262017	E12	09262017-E12
NA19207.09262017.F01	NA19207	09262017	F01	09262017-F01
NA18522.09262017.F03	NA18522	09262017	F03	09262017-F03
NA19114.09262017.F04	NA19114	09262017	F04	09262017-F04
NA19114.09262017.F05	NA19114	09262017	F05	09262017-F05
NA19153.09262017.F06	NA19153	09262017	F06	09262017-F06
NA18522.09262017.F08	NA18522	09262017	F08	09262017-F08
NA19207.09262017.F09	NA19207	09262017	F09	09262017-F09
NA19114.09262017.F10	NA19114	09262017	F10	09262017-F10
NA19114.09262017.F11	NA19114	09262017	F11	09262017-F11
NA19207.09262017.F12	NA19207	09262017	F12	09262017-F12
NA19207.09262017.G01	NA19207	09262017	G01	09262017-G01
NA19153.09262017.G02	NA19153	09262017	G02	09262017-G02
NA18522.09262017.G06	NA18522	09262017	G06	09262017-G06
NA19207.09262017.G07	NA19207	09262017	G07	09262017-G07
NA19207.09262017.G09	NA19207	09262017	G09	09262017-G09
NA19114.09262017.G12	NA19114	09262017	G12	09262017-G12
NA18522.09262017.H01	NA18522	09262017	H01	09262017-H01
NA19114.09262017.H02	NA19114	09262017	H02	09262017-H02
NA18522.09262017.H03	NA18522	09262017	H03	09262017-H03
NA19153.09262017.H06	NA19153	09262017	H06	09262017-H06
NA19153.09262017.H07	NA19153	09262017	H07	09262017-H07
NA19153.09262017.H08	NA19153	09262017	H08	09262017-H08
NA18522.09262017.H11	NA18522	09262017	H11	09262017-H11
NA19093.09272017.A01	NA19093	09272017	A01	09272017-A01
NA19114.09272017.A02	NA19114	09272017	A02	09272017-A02
NA18489.09272017.A03	NA18489	09272017	A03	09272017-A03
NA19093.09272017.A04	NA19093	09272017	A04	09272017-A04
NA19093.09272017.A05	NA19093	09272017	A05	09272017-A05
NA19114.09272017.A06	NA19114	09272017	A06	09272017-A06
NA19093.09272017.A07	NA19093	09272017	A07	09272017-A07
NA19116.09272017.A08	NA19116	09272017	A08	09272017-A08
NA19093.09272017.A10	NA19093	09272017	A10	09272017-A10
NA19116.09272017.B01	NA19116	09272017	B01	09272017-B01
NA19114.09272017.B02	NA19114	09272017	B02	09272017-B02
NA19114.09272017.B04	NA19114	09272017	B04	09272017-B04
NA19093.09272017.B05	NA19093	09272017	B05	09272017-B05
NA19114.09272017.B06	NA19114	09272017	B06	09272017-B06
NA19114.09272017.B08	NA19114	09272017	B08	09272017-B08
NA19116.09272017.B09	NA19116	09272017	B09	09272017-B09
NA18489.09272017.B10	NA18489	09272017	B10	09272017-B10
NA19114.09272017.B12	NA19114	09272017	B12	09272017-B12
NA19093.09272017.C01	NA19093	09272017	C01	09272017-C01
NA18489.09272017.C02	NA18489	09272017	C02	09272017-C02
NA19093.09272017.C03	NA19093	09272017	C03	09272017-C03
NA19116.09272017.C04	NA19116	09272017	C04	09272017-C04
NA19116.09272017.C05	NA19116	09272017	C05	09272017-C05
NA19114.09272017.C06	NA19114	09272017	C06	09272017-C06
NA19116.09272017.C07	NA19116	09272017	C07	09272017-C07
NA19093.09272017.C09	NA19093	09272017	C09	09272017-C09
NA19093.09272017.C10	NA19093	09272017	C10	09272017-C10
NA19116.09272017.C12	NA19116	09272017	C12	09272017-C12
NA19093.09272017.D02	NA19093	09272017	D02	09272017-D02
NA19116.09272017.D03	NA19116	09272017	D03	09272017-D03
NA19093.09272017.D04	NA19093	09272017	D04	09272017-D04
NA19116.09272017.D05	NA19116	09272017	D05	09272017-D05
NA19093.09272017.D06	NA19093	09272017	D06	09272017-D06
NA18489.09272017.D07	NA18489	09272017	D07	09272017-D07
NA19116.09272017.D08	NA19116	09272017	D08	09272017-D08
NA19116.09272017.D09	NA19116	09272017	D09	09272017-D09
NA19093.09272017.D10	NA19093	09272017	D10	09272017-D10
NA19116.09272017.D11	NA19116	09272017	D11	09272017-D11
NA19093.09272017.D12	NA19093	09272017	D12	09272017-D12
NA18489.09272017.E03	NA18489	09272017	E03	09272017-E03
NA18489.09272017.E04	NA18489	09272017	E04	09272017-E04
NA19114.09272017.E06	NA19114	09272017	E06	09272017-E06
NA19116.09272017.E09	NA19116	09272017	E09	09272017-E09
NA19093.09272017.E10	NA19093	09272017	E10	09272017-E10
NA19093.09272017.E11	NA19093	09272017	E11	09272017-E11
NA19116.09272017.E12	NA19116	09272017	E12	09272017-E12
NA19093.09272017.F01	NA19093	09272017	F01	09272017-F01
NA19093.09272017.F02	NA19093	09272017	F02	09272017-F02
NA19093.09272017.F03	NA19093	09272017	F03	09272017-F03
NA18489.09272017.F04	NA18489	09272017	F04	09272017-F04
NA19093.09272017.F05	NA19093	09272017	F05	09272017-F05
NA19093.09272017.F06	NA19093	09272017	F06	09272017-F06
NA19116.09272017.F08	NA19116	09272017	F08	09272017-F08
NA19116.09272017.F09	NA19116	09272017	F09	09272017-F09
NA19093.09272017.F12	NA19093	09272017	F12	09272017-F12
NA19093.09272017.G01	NA19093	09272017	G01	09272017-G01
NA19116.09272017.G04	NA19116	09272017	G04	09272017-G04
NA19093.09272017.G06	NA19093	09272017	G06	09272017-G06
NA19116.09272017.G08	NA19116	09272017	G08	09272017-G08
NA19116.09272017.G10	NA19116	09272017	G10	09272017-G10
NA19114.09272017.G12	NA19114	09272017	G12	09272017-G12
NA19116.09272017.H03	NA19116	09272017	H03	09272017-H03
NA19093.09272017.H04	NA19093	09272017	H04	09272017-H04
NA19116.09272017.H05	NA19116	09272017	H05	09272017-H05
NA19116.09272017.H07	NA19116	09272017	H07	09272017-H07
NA19114.09272017.H08	NA19114	09272017	H08	09272017-H08
NA19116.09272017.H09	NA19116	09272017	H09	09272017-H09
NA19193.10022017.A01	NA19193	10022017	A01	10022017-A01
NA18858.10022017.A02	NA18858	10022017	A02	10022017-A02
NA19193.10022017.A03	NA19193	10022017	A03	10022017-A03
NA18522.10022017.A04	NA18522	10022017	A04	10022017-A04
NA18522.10022017.A05	NA18522	10022017	A05	10022017-A05
NA18858.10022017.A07	NA18858	10022017	A07	10022017-A07
NA19193.10022017.A09	NA19193	10022017	A09	10022017-A09
NA18522.10022017.A11	NA18522	10022017	A11	10022017-A11
NA18522.10022017.A12	NA18522	10022017	A12	10022017-A12
NA18858.10022017.B01	NA18858	10022017	B01	10022017-B01
NA18522.10022017.B03	NA18522	10022017	B03	10022017-B03
NA18522.10022017.B04	NA18522	10022017	B04	10022017-B04
NA18522.10022017.B05	NA18522	10022017	B05	10022017-B05
NA19193.10022017.B06	NA19193	10022017	B06	10022017-B06
NA19116.10022017.B08	NA19116	10022017	B08	10022017-B08
NA18858.10022017.B09	NA18858	10022017	B09	10022017-B09
NA18522.10022017.B11	NA18522	10022017	B11	10022017-B11
NA18858.10022017.B12	NA18858	10022017	B12	10022017-B12
NA19116.10022017.C01	NA19116	10022017	C01	10022017-C01
NA19193.10022017.C02	NA19193	10022017	C02	10022017-C02
NA18522.10022017.C03	NA18522	10022017	C03	10022017-C03
NA19116.10022017.C04	NA19116	10022017	C04	10022017-C04
NA18522.10022017.C06	NA18522	10022017	C06	10022017-C06
NA19193.10022017.C08	NA19193	10022017	C08	10022017-C08
NA19116.10022017.C09	NA19116	10022017	C09	10022017-C09
NA18858.10022017.C10	NA18858	10022017	C10	10022017-C10
NA18858.10022017.D02	NA18858	10022017	D02	10022017-D02
NA18858.10022017.D04	NA18858	10022017	D04	10022017-D04
NA19193.10022017.D05	NA19193	10022017	D05	10022017-D05
NA19116.10022017.D06	NA19116	10022017	D06	10022017-D06
NA18858.10022017.D08	NA18858	10022017	D08	10022017-D08
NA19116.10022017.D09	NA19116	10022017	D09	10022017-D09
NA19116.10022017.D11	NA19116	10022017	D11	10022017-D11
NA19116.10022017.E02	NA19116	10022017	E02	10022017-E02
NA19116.10022017.E03	NA19116	10022017	E03	10022017-E03
NA18858.10022017.E04	NA18858	10022017	E04	10022017-E04
NA19193.10022017.E05	NA19193	10022017	E05	10022017-E05
NA18522.10022017.E06	NA18522	10022017	E06	10022017-E06
NA19193.10022017.E08	NA19193	10022017	E08	10022017-E08
NA18522.10022017.E10	NA18522	10022017	E10	10022017-E10
NA18522.10022017.E12	NA18522	10022017	E12	10022017-E12
NA19116.10022017.F01	NA19116	10022017	F01	10022017-F01
NA19116.10022017.F04	NA19116	10022017	F04	10022017-F04
NA18522.10022017.F05	NA18522	10022017	F05	10022017-F05
NA19116.10022017.F06	NA19116	10022017	F06	10022017-F06
NA18858.10022017.F07	NA18858	10022017	F07	10022017-F07
NA18522.10022017.F10	NA18522	10022017	F10	10022017-F10
NA19116.10022017.F11	NA19116	10022017	F11	10022017-F11
NA19116.10022017.G03	NA19116	10022017	G03	10022017-G03
NA19116.10022017.G04	NA19116	10022017	G04	10022017-G04
NA18522.10022017.G06	NA18522	10022017	G06	10022017-G06
NA19193.10022017.G07	NA19193	10022017	G07	10022017-G07
NA19116.10022017.G09	NA19116	10022017	G09	10022017-G09
NA19116.10022017.H03	NA19116	10022017	H03	10022017-H03
NA19193.10022017.H04	NA19193	10022017	H04	10022017-H04
NA19193.10022017.H06	NA19193	10022017	H06	10022017-H06
NA19116.10022017.H07	NA19116	10022017	H07	10022017-H07
NA18858.10022017.H09	NA18858	10022017	H09	10022017-H09
NA19193.10022017.H10	NA19193	10022017	H10	10022017-H10
NA18522.10022017.H11	NA18522	10022017	H11	10022017-H11
NA19116.10022017.H12	NA19116	10022017	H12	10022017-H12
NA18489.10042017.A01	NA18489	10042017	A01	10042017-A01
NA18858.10042017.A02	NA18858	10042017	A02	10042017-A02
NA19153.10042017.A04	NA19153	10042017	A04	10042017-A04
NA19153.10042017.A05	NA19153	10042017	A05	10042017-A05
NA18489.10042017.A06	NA18489	10042017	A06	10042017-A06
NA18858.10042017.A07	NA18858	10042017	A07	10042017-A07
NA18489.10042017.A08	NA18489	10042017	A08	10042017-A08
NA18858.10042017.A09	NA18858	10042017	A09	10042017-A09
NA19193.10042017.A10	NA19193	10042017	A10	10042017-A10
NA18489.10042017.A11	NA18489	10042017	A11	10042017-A11
NA19153.10042017.A12	NA19153	10042017	A12	10042017-A12
NA19153.10042017.B02	NA19153	10042017	B02	10042017-B02
NA18489.10042017.B05	NA18489	10042017	B05	10042017-B05
NA18858.10042017.B06	NA18858	10042017	B06	10042017-B06
NA18489.10042017.B08	NA18489	10042017	B08	10042017-B08
NA18858.10042017.B09	NA18858	10042017	B09	10042017-B09
NA18858.10042017.B10	NA18858	10042017	B10	10042017-B10
NA19153.10042017.B11	NA19153	10042017	B11	10042017-B11
NA18858.10042017.B12	NA18858	10042017	B12	10042017-B12
NA19193.10042017.C02	NA19193	10042017	C02	10042017-C02
NA19153.10042017.C04	NA19153	10042017	C04	10042017-C04
NA18858.10042017.C05	NA18858	10042017	C05	10042017-C05
NA18489.10042017.C07	NA18489	10042017	C07	10042017-C07
NA18489.10042017.C08	NA18489	10042017	C08	10042017-C08
NA19153.10042017.C09	NA19153	10042017	C09	10042017-C09
NA18489.10042017.C10	NA18489	10042017	C10	10042017-C10
NA18489.10042017.C11	NA18489	10042017	C11	10042017-C11
NA19153.10042017.C12	NA19153	10042017	C12	10042017-C12
NA18489.10042017.D02	NA18489	10042017	D02	10042017-D02
NA18489.10042017.D05	NA18489	10042017	D05	10042017-D05
NA18858.10042017.D06	NA18858	10042017	D06	10042017-D06
NA19153.10042017.D08	NA19153	10042017	D08	10042017-D08
NA18858.10042017.D09	NA18858	10042017	D09	10042017-D09
NA19153.10042017.D11	NA19153	10042017	D11	10042017-D11
NA18858.10042017.D12	NA18858	10042017	D12	10042017-D12
NA18489.10042017.E01	NA18489	10042017	E01	10042017-E01
NA19153.10042017.E02	NA19153	10042017	E02	10042017-E02
NA19153.10042017.E03	NA19153	10042017	E03	10042017-E03
NA18858.10042017.E06	NA18858	10042017	E06	10042017-E06
NA18858.10042017.E07	NA18858	10042017	E07	10042017-E07
NA18489.10042017.E08	NA18489	10042017	E08	10042017-E08
NA19153.10042017.E09	NA19153	10042017	E09	10042017-E09
NA19153.10042017.F01	NA19153	10042017	F01	10042017-F01
NA18858.10042017.F02	NA18858	10042017	F02	10042017-F02
NA18858.10042017.F04	NA18858	10042017	F04	10042017-F04
NA19153.10042017.F05	NA19153	10042017	F05	10042017-F05
NA18858.10042017.F06	NA18858	10042017	F06	10042017-F06
NA18858.10042017.F07	NA18858	10042017	F07	10042017-F07
NA18858.10042017.F09	NA18858	10042017	F09	10042017-F09
NA19193.10042017.F10	NA19193	10042017	F10	10042017-F10
NA19153.10042017.F11	NA19153	10042017	F11	10042017-F11
NA19193.10042017.F12	NA19193	10042017	F12	10042017-F12
NA18858.10042017.G01	NA18858	10042017	G01	10042017-G01
NA19193.10042017.G03	NA19193	10042017	G03	10042017-G03
NA19153.10042017.G04	NA19153	10042017	G04	10042017-G04
NA18489.10042017.G05	NA18489	10042017	G05	10042017-G05
NA18858.10042017.G06	NA18858	10042017	G06	10042017-G06
NA18858.10042017.G07	NA18858	10042017	G07	10042017-G07
NA18858.10042017.G08	NA18858	10042017	G08	10042017-G08
NA18489.10042017.G10	NA18489	10042017	G10	10042017-G10
NA18858.10042017.G11	NA18858	10042017	G11	10042017-G11
NA18858.10042017.H01	NA18858	10042017	H01	10042017-H01
NA18489.10042017.H02	NA18489	10042017	H02	10042017-H02
NA18489.10042017.H03	NA18489	10042017	H03	10042017-H03
NA18489.10042017.H04	NA18489	10042017	H04	10042017-H04
NA19153.10042017.H05	NA19153	10042017	H05	10042017-H05
NA18858.10042017.H06	NA18858	10042017	H06	10042017-H06
NA18858.10042017.H07	NA18858	10042017	H07	10042017-H07
NA18489.10042017.H08	NA18489	10042017	H08	10042017-H08
NA18858.10042017.H10	NA18858	10042017	H10	10042017-H10
NA18489.10042017.H11	NA18489	10042017	H11	10042017-H11
NA18858.10042017.H12	NA18858	10042017	H12	10042017-H12
NA19093.10052017.A01	NA19093	10052017	A01	10052017-A01
NA18499.10052017.A02	NA18499	10052017	A02	10052017-A02
NA19207.10052017.A04	NA19207	10052017	A04	10052017-A04
NA19093.10052017.A06	NA19093	10052017	A06	10052017-A06
NA19207.10052017.A07	NA19207	10052017	A07	10052017-A07
NA19093.10052017.A09	NA19093	10052017	A09	10052017-A09
NA19093.10052017.A10	NA19093	10052017	A10	10052017-A10
NA19193.10052017.A11	NA19193	10052017	A11	10052017-A11
NA19093.10052017.A12	NA19093	10052017	A12	10052017-A12
NA19193.10052017.B04	NA19193	10052017	B04	10052017-B04
NA19093.10052017.B06	NA19093	10052017	B06	10052017-B06
NA19207.10052017.B07	NA19207	10052017	B07	10052017-B07
NA19193.10052017.B09	NA19193	10052017	B09	10052017-B09
NA19193.10052017.B10	NA19193	10052017	B10	10052017-B10
